Project,Source Repo,Source Sha,Dist Repo,Dist Sha,Status,Last Success Timestamp,Pkg NVR
openstack-glance,git://git.openstack.org/openstack/glance,036b1f4846799ed0c4741ee9a139c8363fb07329,https://github.com/rdo-packages/glance-distgit.git,e68dff03c5b7ae1edf23dd61ab6e8eac72916d03,SUCCESS,1480964713,openstack-glance-14.0.0-0.20161205190729.036b1f4.el7.centos
python-glance-store,git://git.openstack.org/openstack/glance_store,68437adb7b14a0c23cc1d8d71efd8a9d9942faab,https://github.com/rdo-packages/glance_store-distgit.git,95be3a06878924e045431634b0d67f66785482ce,SUCCESS,1480963344,python-glance-store-0.18.1-0.20161205184418.68437ad.el7.centos
openstack-swift,git://git.openstack.org/openstack/swift,b36d8d9afedfdd4fd1eb7a5ecdb44aa740e3f7b1,https://github.com/rdo-packages/swift-distgit.git,8efafd7998df08425002dc736670cefd4d4b0896,SUCCESS,1481069872,openstack-swift-2.11.1-0.20161207001948.b36d8d9.el7.centos
openstack-swift-plugin-swift3,git://git.openstack.org/openstack/swift3,09821198997c1cb21658fbf6e89922e0086fd749,https://github.com/rdo-packages/swift3-distgit.git,06285ee8b03bb2f838505be582b7ebd8741764ad,SUCCESS,1480991318,openstack-swift-plugin-swift3-1.11.1-0.20161206022904.0982119.el7.centos
openstack-ceilometer,git://git.openstack.org/openstack/ceilometer,e21f4e735b33e3f99330f8fdf208d4eff0d91eaa,https://github.com/rdo-packages/ceilometer-distgit.git,445bfcc45440d2f2766331a68020f9ea145e3aa9,SUCCESS,1480957026,openstack-ceilometer-7.0.0-0.20161205165857.e21f4e7.el7.centos
openstack-gnocchi,git://git.openstack.org/openstack/gnocchi,2cf420db477335608602352957626de5bf79dceb,https://github.com/rdo-packages/gnocchi-distgit.git,29e42f80f2713f80f0395d2292dee7c6eb8b68f9,SUCCESS,1479329058,openstack-gnocchi-3.0.2-0.20161116204448.2cf420d.el7.centos
openstack-aodh,git://git.openstack.org/openstack/aodh,b3b35aef799a289325f9da2c469f3d4bf8dda783,https://github.com/rdo-packages/aodh-distgit.git,c87fe1988328bf0f97bb4c970a1bacd6c8164b1f,SUCCESS,1480074595,openstack-aodh-3.0.1-0.20161125115128.b3b35ae.el7.centos
openstack-panko,git://git.openstack.org/openstack/panko,16f4f430338c045fd879890d268724ed0a6fcf0e,https://github.com/rdo-packages/panko-distgit.git,a94b386155032c7584a8829ad5c54528c43c7aef,SUCCESS,1479768711,openstack-panko-1.0.1-0.20161121225213.16f4f43.el7.centos
openstack-heat,git://git.openstack.org/openstack/heat,f4214e0900343c6e7cc69f3ee3ecf9ebc2845238,https://github.com/rdo-packages/heat-distgit.git,accb21d7fb84cf7715cebbc428f211a9507960ec,SUCCESS,1481037400,openstack-heat-8.0.0-0.20161206151830.f4214e0.el7.centos
openstack-cinder,git://git.openstack.org/openstack/cinder,850a19722640557ec8c5ad2992f2427c237a2129,https://github.com/rdo-packages/cinder-distgit.git,35893fdbb6b6b871d8983e24b7e735c1fd883ac7,SUCCESS,1481060810,openstack-cinder-10.0.0-0.20161206214738.850a197.el7.centos
openstack-ironic,git://git.openstack.org/openstack/ironic,ea55db7b99d3554ab6cb372b0de41a5a4a11d7be,https://github.com/rdo-packages/ironic-distgit.git,9ccfdc802b525b8ff4a694615d4785313920ace2,SUCCESS,1481067871,openstack-ironic-6.2.1-0.20161206234515.ea55db7.el7.centos
openstack-neutron,git://git.openstack.org/openstack/neutron,f448cccabb4a71bed884c163eb7d6e9e6ed0cc08,https://github.com/rdo-packages/neutron-distgit.git,a2a0a8b6632ce33cfa56ca59d3c1abab663780f3,SUCCESS,1481049243,openstack-neutron-10.0.0-0.20161206183618.f448ccc.el7.centos
python-neutron-lib,git://git.openstack.org/openstack/neutron-lib,efd7a3a5fabf24891953dfcc2e838ba56ef3183f,https://github.com/rdo-packages/neutron-lib-distgit.git,10217bf018300a4aee1cfee78340de68031ab95e,SUCCESS,1478602108,python-neutron-lib-1.0.0-0.20161108104854.efd7a3a.el7.centos
openstack-neutron-fwaas,git://git.openstack.org/openstack/neutron-fwaas,c3d3d6cd1f3e18c85ea3da37ffa0e3f7c6e055c2,https://github.com/rdo-packages/neutron-fwaas-distgit.git,c4f71c051c2446b40a77077a610d4ffa51686e70,SUCCESS,1480557725,openstack-neutron-fwaas-10.0.0-0.20161201020348.c3d3d6c.el7.centos
openstack-neutron-lbaas,git://git.openstack.org/openstack/neutron-lbaas,4fb7bdbbda9f45ade1f70b9e5eb1a96bf729d443,https://github.com/rdo-packages/neutron-lbaas-distgit.git,7e4387b024c9db93a7c9b540b1dcc0281a70a7bf,SUCCESS,1481056845,openstack-neutron-lbaas-10.0.0-0.20161206204225.4fb7bdb.el7.centos
openstack-neutron-vpnaas,git://git.openstack.org/openstack/neutron-vpnaas,2ef3c0d44905d7465732630c68308b18f21c0b82,https://github.com/rdo-packages/neutron-vpnaas-distgit.git,892da7b177bb5431e6bc562ea3259f352e7c63b2,SUCCESS,1480472423,openstack-neutron-vpnaas-9.0.0-0.20161130022046.2ef3c0d.el7.centos
openstack-designate,git://git.openstack.org/openstack/designate,ad1f14ccc86cb52a9f92ad9796ae057d29e45a95,https://github.com/rdo-packages/designate-distgit.git,0e6691879a0bca11423202a33d7eea33cceab9b3,SUCCESS,1480789363,openstack-designate-3.0.0-0.20161203182422.ad1f14c.el7.centos
python-designate-tests-tempest,git://git.openstack.org/openstack/designate-tempest-plugin,21715d1467c129a8dffb5eab5c9e3a53ae8b13c4,https://github.com/rdo-packages/designate-tempest-plugin-distgit.git,fcca45f26d043b8964b68467e521351988d5e82e,SUCCESS,1478023176,python-designate-tests-tempest-0.1.1-0.20161101175957.21715d1.el7.centos
openstack-octavia,git://git.openstack.org/openstack/octavia,2296d89073948d4f2a4e02f86231987b58233bce,https://github.com/rdo-packages/octavia-distgit.git,781da0a34bc1a5ef9b5db055f7e33ac7f3dbae29,SUCCESS,1480967220,openstack-octavia-0.9.1-0.20161205194844.2296d89.el7.centos
openstack-watcher,git://git.openstack.org/openstack/watcher,4e240b945b9bae4aa75e3bdd59141a94d3d87b6b,https://github.com/rdo-packages/watcher-distgit.git,dbd460be87c48bcd8c2477366b723d0bac3400af,SUCCESS,1480509274,openstack-watcher-0.32.1-0.20161130123616.4e240b9.el7.centos
openstack-sahara,git://git.openstack.org/openstack/sahara,8e97a3830a65360b0883e9a15beb4ac4328192b9,https://github.com/rdo-packages/sahara-distgit.git,ba97936d9ab92b9b55d2b7738452007da34b2b73,SUCCESS,1481025683,openstack-sahara-6.0.0-0.20161206120307.8e97a38.el7.centos
python-django-horizon,git://git.openstack.org/openstack/horizon,8f22719326db3cbf4e6325cedd0c637ffe350adb,https://github.com/rdo-packages/horizon-distgit.git,7bca5b5daf65dd792f3e546a203d73e571e91c19,SUCCESS,1481078338,python-django-horizon-11.0.0-0.20161207024137.8f22719.el7.centos
openstack-trove,git://git.openstack.org/openstack/trove,77fd7014c0007c83652dd4fb1f9d3316a97b1ed3,https://github.com/rdo-packages/trove-distgit.git,a1fc021eb5366c1e889f798c44acf6beb53c32ee,SUCCESS,1480946680,openstack-trove-7.0.0-0.20161205140626.77fd701.el7.centos
python-django-openstack-auth,git://git.openstack.org/openstack/django_openstack_auth,b80373a3edc5ada6e5fbd7676a8b1c7593a9531a,https://github.com/rdo-packages/django_openstack_auth-distgit.git,eb15f70c9bf4c22169272e846d3fb4d04b14a08e,SUCCESS,1480715254,python-django-openstack-auth-3.0.1-0.20161202214755.b80373a.el7.centos
diskimage-builder,git://git.openstack.org/openstack/diskimage-builder,8c74c8e409adf21094a5973bef84a02ba8876464,https://github.com/rdo-packages/diskimage-builder-distgit.git,65436912b7cdad718190fdd905e9209ea13cb1da,SUCCESS,1480996572,diskimage-builder-1.24.1-0.20161206035635.8c74c8e.el7.centos
dib-utils,git://git.openstack.org/openstack/dib-utils,51661c33a5ea4cfa68d39450cc1b96c3db36b037,https://github.com/rdo-packages/dib-utils-distgit.git,3304b088478831f71f2f94fbefd45ba151c0b0f1,SUCCESS,1478601861,dib-utils-0.0.11-0.20161108104439.51661c3.el7.centos
openstack-tripleo,git://git.openstack.org/openstack/tripleo-incubator,887a1e66599cc83375397b9d4b33e416d6316f8a,https://github.com/rdo-packages/tripleo-incubator-distgit.git,a5062d392e43fc70cceb6edb34ccff55d2426cab,SUCCESS,1480605533,openstack-tripleo-0.0.1-0.20161201152040.887a1e6.el7.centos
openstack-tripleo-heat-templates,git://git.openstack.org/openstack/tripleo-heat-templates,94a42fb5b7d59d6383e4d9186216195aa742a836,https://github.com/rdo-packages/tripleo-heat-templates-distgit.git,8b619c7242b95e9642cbec5ab3de5b4bd0879eb6,SUCCESS,1480949728,openstack-tripleo-heat-templates-6.0.0-0.20161205145709.94a42fb.el7.centos
openstack-tripleo-heat-templates-compat,git://git.openstack.org/openstack/tripleo-heat-templates,6ef04176474e6b6034b4d4ae0081cb759eaa760b,https://github.com/rdo-packages/tripleo-heat-templates-compat-distgit.git,98ed37b3aaf5e3e67ff7871c3ac50b637860c5a3,SUCCESS,1481063723,openstack-tripleo-heat-templates-compat-5.1.1-0.20161206223718.6ef0417.el7.centos
openstack-tripleo-image-elements,git://git.openstack.org/openstack/tripleo-image-elements,57a19a7267a8608a434ba05529be9fba297f6027,https://github.com/rdo-packages/tripleo-image-elements-distgit.git,cda996b3d7accb4b0e6152a1cdb0e626d5945f23,SUCCESS,1480699236,openstack-tripleo-image-elements-6.0.0-0.20161202172224.57a19a7.el7.centos
openstack-tripleo-validations,git://git.openstack.org/openstack/tripleo-validations,2a92f61346cb28e9d7b88b779f9c6e92bf3817dd,https://github.com/rdo-packages/tripleo-validations-distgit.git,6ec2876ef20f64d7822cffa5af652e9aa1dbb66b,SUCCESS,1480949145,openstack-tripleo-validations-5.2.1-0.20161205144721.2a92f61.el7.centos
instack,git://git.openstack.org/openstack/instack,bb442cb4bfd7459105b14eb5b7234adf844f5504,https://github.com/rdo-packages/instack-distgit.git,72cbba0f6ba4814b6fe10e46af109416a65474e0,SUCCESS,1480373691,instack-5.0.1-0.20161128225512.bb442cb.el7.centos
instack-undercloud,git://git.openstack.org/openstack/instack-undercloud,41a6c74e437538530cce7126c306f951f669ac94,https://github.com/rdo-packages/instack-undercloud-distgit.git,5cd3947aa976a405242bd2431fa321b228592e0d,SUCCESS,1480927470,instack-undercloud-6.0.0-0.20161205084604.41a6c74.el7.centos
openstack-heat-templates,git://git.openstack.org/openstack/heat-templates,67e02ce57cabd763c23de56dfc86d44506e96307,https://github.com/rdo-packages/heat-templates-distgit.git,b6e9b5cc8b3678f3dd0c393d319287e8927a5606,SUCCESS,1481067756,openstack-heat-templates-0.0.1-0.20161206234306.67e02ce.el7.centos
os-apply-config,git://git.openstack.org/openstack/os-apply-config,1bd0206930e9af8e91f7eae6878530c6a7968910,https://github.com/rdo-packages/os-apply-config-distgit.git,4ae9ef4356c9e3cf4659de826bf8b59d56724de0,SUCCESS,1480635919,os-apply-config-5.0.1-0.20161201234652.1bd0206.el7.centos
os-collect-config,git://git.openstack.org/openstack/os-collect-config,bf7cc362d3928aedc2b48f1ffe871436b47b9483,https://github.com/rdo-packages/os-collect-config-distgit.git,8bb5536642d8a56c50ef030eda4bf2b92b48283c,SUCCESS,1480963500,os-collect-config-6.0.0-0.20161205184526.bf7cc36.el7.centos
os-net-config,git://git.openstack.org/openstack/os-net-config,6878d9ced7b4953d70d779b5084a0f16ba031431,https://github.com/rdo-packages/os-net-config-distgit.git,951062b2a99b73047f4b3f5ef551373d6b77682c,SUCCESS,1479738936,os-net-config-6.0.0-0.20161121143559.6878d9c.el7.centos
os-refresh-config,git://git.openstack.org/openstack/os-refresh-config,e403a6bad06be5c28562ed7ee63679f24df354c6,https://github.com/rdo-packages/os-refresh-config-distgit.git,4fa349f56f06808534084e63daf37f20753edfc7,SUCCESS,1480635626,os-refresh-config-6.0.0-0.20161201234153.e403a6b.el7.centos
os-cloud-config,git://git.openstack.org/openstack/os-cloud-config,9b0918551c68083e3226341cb97ddd03aa5229e6,https://github.com/rdo-packages/os-cloud-config-distgit.git,8c19309d79811f27d2c6334b747fcac92c82a626,SUCCESS,1480775997,os-cloud-config-6.0.0-0.20161203144128.9b09185.el7.centos
python-os-client-config,git://git.openstack.org/openstack/os-client-config,e2a593d917533424c6de39774afb8566d4f81db2,https://github.com/rdo-packages/os-client-config-distgit.git,792d54a1cb16378f32f4279cc53b604c61369eff,SUCCESS,1479826391,python-os-client-config-1.24.0-0.20161122145336.e2a593d.el7.centos
python-os-win,git://git.openstack.org/openstack/os-win,a8cfe2830c3d5b43aad4de1d668bbc2ac5c84a25,https://github.com/rdo-packages/os-win-distgit.git,0948db367f06c7fd708048ee679206148ffe6924,SUCCESS,1480351250,python-os-win-1.2.1-0.20161128164239.a8cfe28.el7.centos
openstack-manila,git://git.openstack.org/openstack/manila,656dc819061c86ef1b3983279d126d2de4cfefa8,https://github.com/rdo-packages/manila-distgit.git,bc6d80ae705d442a644d5424d25251eafd0db59b,SUCCESS,1481077594,openstack-manila-4.0.0-0.20161207022843.656dc81.el7.centos
openstack-zaqar,git://git.openstack.org/openstack/zaqar,3851144bf0736d1e934089da27324b17aff12143,https://github.com/rdo-packages/zaqar-distgit.git,83f5dc5d81d4bd7824be82d48cd986f47f788042,SUCCESS,1480991136,openstack-zaqar-4.0.0-0.20161206022718.3851144.el7.centos
openstack-ironic-inspector,git://git.openstack.org/openstack/ironic-inspector,7e3ff66d895ee0319b2884ca943d1cdecd56a1f2,https://github.com/rdo-packages/ironic-inspector-distgit.git,b37b957326051bcb864cc1a1a5b832de59d965b5,SUCCESS,1481067544,openstack-ironic-inspector-4.2.1-0.20161206234050.7e3ff66.el7.centos
openstack-ironic-python-agent,git://git.openstack.org/openstack/ironic-python-agent,92ced38bfefb3371b8ac6e49c06522334dbae9e5,https://github.com/rdo-packages/ironic-python-agent-distgit.git,aa75f0748f4b361df85a3c5ed2addb9b9fc48ad5,SUCCESS,1481051772,openstack-ironic-python-agent-1.5.1-0.20161206191636.92ced38.el7.centos
python-ironic-lib,git://git.openstack.org/openstack/ironic-lib,e478fab4dd22925d8b80a5b5f526f6719dcd02b6,https://github.com/rdo-packages/ironic-lib-distgit.git,433072a52531aa2bc91eb1464d40ea66e67fcf05,SUCCESS,1479475160,python-ironic-lib-2.3.0-0.20161118131944.e478fab.el7.centos
openstack-barbican,git://git.openstack.org/openstack/barbican,25421dcc503dd4ab0ea9aee908f1493e3e565e51,https://github.com/rdo-packages/barbican-distgit.git,6f8d96f9c1ac8f0b0fe3cdf26c6bf9878e1c8828,SUCCESS,1481048441,openstack-barbican-3.0.1-0.20161206182107.25421dc.el7.centos
openstack-cloudkitty,git://git.openstack.org/openstack/cloudkitty,03bc777cde70821745216392e236b9ad19027911,https://github.com/rdo-packages/cloudkitty-distgit.git,ae0f7f8834722692d2a1623c75c6fd948ce2aa6a,SUCCESS,1480954942,openstack-cloudkitty-0.6.2-0.20161205162252.03bc777.el7.centos
openstack-cloudkitty-ui,git://git.openstack.org/openstack/cloudkitty-dashboard,051f0e28f055e230a98f8ab49079ddd37de09c6b,https://github.com/rdo-packages/cloudkitty-dashboard-distgit.git,3c4472267381dc28828dcec6ad9ad78f7026aaaf,SUCCESS,1480429451,openstack-cloudkitty-ui-0.6.2-0.20161129142432.051f0e2.el7.centos
openstack-ec2-api,git://git.openstack.org/openstack/ec2-api,69fcc7dab00dd41e38474377fa558e2ae1d29f82,https://github.com/rdo-packages/ec2-api-distgit.git,5fe6110fc34c6f1a5eded9c3f04558f7f668446f,SUCCESS,1480627235,openstack-ec2-api-4.0.0-0.20161201212231.69fcc7d.el7.centos
openstack-magnum,git://git.openstack.org/openstack/magnum,73c5f6ea4fb513fbe508c5d91ef413d1a7ef640e,https://github.com/rdo-packages/magnum-distgit.git,ed2dddfa6eba47c8217de669c50a59a05829178c,SUCCESS,1481034658,openstack-magnum-3.1.1-0.20161206143247.73c5f6e.el7.centos
openstack-manila-ui,git://git.openstack.org/openstack/manila-ui,4eb3399e8252d8b0d80699355263e53c0c7323e7,https://github.com/rdo-packages/manila-ui-distgit.git,93d84bc00a3942f7138fa6640539628d183c2b55,SUCCESS,1481020644,openstack-manila-ui-2.5.1-0.20161206103748.4eb3399.el7.centos
openstack-neutron-lbaas-ui,git://git.openstack.org/openstack/neutron-lbaas-dashboard,89a2c1b27c3eafc6a1c92b9be92cdd452a11555c,https://github.com/rdo-packages/neutron-lbaas-dashboard-distgit.git,b0dca8d9e07fea7010ba082f8ee81ad970521ebe,SUCCESS,1480960128,openstack-neutron-lbaas-ui-1.0.1-0.20161205175033.89a2c1b.el7.centos
sahara-image-elements,git://git.openstack.org/openstack/sahara-image-elements,9e7374b87b903f3a1c8afd21f17b58d8316a0043,https://github.com/rdo-packages/sahara-image-elements-distgit.git,9c0f147a70d83f7c270c6363875a4c33c4a07496,SUCCESS,1480692004,sahara-image-elements-6.0.0-0.20161202152143.9e7374b.el7.centos
openstack-trove-ui,git://git.openstack.org/openstack/trove-dashboard,98f05cb2032c67b1fbd5731c0937455de02ebf1a,https://github.com/rdo-packages/trove-dashboard-distgit.git,23aa8397c2fb3ff9db42d4f311780c5df44ee0ba,SUCCESS,1480509455,openstack-trove-ui-8.0.0-0.20161130123918.98f05cb.el7.centos
openstack-sahara-ui,git://git.openstack.org/openstack/sahara-dashboard,9df0d482b426897c5660590040caaa4154413e4a,https://github.com/rdo-packages/sahara-dashboard-distgit.git,ae4b8081e17b6d67445dce796b395190df6238b1,SUCCESS,1480710224,openstack-sahara-ui-6.0.0-0.20161202202526.9df0d48.el7.centos
python-keystoneclient,git://git.openstack.org/openstack/python-keystoneclient,f7c1d45a04bb2b024a985b8e30245d38f2bf8442,https://github.com/rdo-packages/keystoneclient-distgit.git,68b4ce6db4dd0023d2b470c7f8452a3b1701fc55,SUCCESS,1480675181,python-keystoneclient-3.8.0-0.20161202104120.f7c1d45.el7.centos
python-glanceclient,git://git.openstack.org/openstack/python-glanceclient,d4196325eb05dadfaf62d8facbd8c6fe50f72166,https://github.com/rdo-packages/glanceclient-distgit.git,2de0940fdf57efc3c2b75a46e90dfd8e3bb66e3b,SUCCESS,1478891809,python-glanceclient-2.5.0-0.20161111191712.d419632.el7.centos
python-novaclient,git://git.openstack.org/openstack/python-novaclient,25117fa866b5b80f81fcb559b21525d2b107b2f7,https://github.com/rdo-packages/novaclient-distgit.git,a45a8be339e70ff70161958b7eba0633b82aac66,SUCCESS,1475518568,python-novaclient-6.0.0-0.20161003181629.25117fa.el7.centos
python-swiftclient,git://git.openstack.org/openstack/python-swiftclient,5a620f83e88d1b52e013cedff4bc266bcf3c292a,https://github.com/rdo-packages/swiftclient-distgit.git,1b34a523ac5f7f01db601ca07d7f39aba8c17706,SUCCESS,1479209645,python-swiftclient-3.2.0-0.20161115113427.5a620f8.el7.centos
python-ceilometerclient,git://git.openstack.org/openstack/python-ceilometerclient,5328c3168a7ed011fc2c6ac16ba8f8e4f9c5e380,https://github.com/rdo-packages/ceilometerclient-distgit.git,365233d4682cc83161b799e34bf60b39c8d1eb46,SUCCESS,1478601710,python-ceilometerclient-2.7.0-0.20161108104210.5328c31.el7.centos
python-heatclient,git://git.openstack.org/openstack/python-heatclient,725dbf764fa876977a5ca19a2a1e082a25494eb8,https://github.com/rdo-packages/heatclient-distgit.git,5201c7aee29c46d964acbc645f9151199b23c64d,SUCCESS,1479990071,python-heatclient-1.6.1-0.20161124122134.725dbf7.el7.centos
python-cinderclient,git://git.openstack.org/openstack/python-cinderclient,e15d8e7f0920cb7cd5719d2861dea886bd6f9cb0,https://github.com/rdo-packages/cinderclient-distgit.git,47cef97afc20b906df4c44f5102916a7f5656d08,SUCCESS,1479169481,python-cinderclient-1.9.0-0.20161115002502.e15d8e7.el7.centos
python-ironicclient,git://git.openstack.org/openstack/python-ironicclient,e512550ab7d61b8bdafd50022dfa8b80a8502922,https://github.com/rdo-packages/ironicclient-distgit.git,27671eee7af8ff3ec0e44adea2e3525743baae6d,SUCCESS,1478790979,python-ironicclient-1.8.0-0.20161110151642.e512550.el7.centos
python-neutronclient,git://git.openstack.org/openstack/python-neutronclient,f53d6241987bbf6c261069e0a62ebabcc0a83c67,https://github.com/rdo-packages/neutronclient-distgit.git,c36b3b63186453abdc68528c40d46cd6be1eb7c4,SUCCESS,1480932841,python-neutronclient-6.0.0-0.20161205101534.f53d624.el7.centos
python-saharaclient,git://git.openstack.org/openstack/python-saharaclient,ea15f60307c5cea6b0f2f567c9b6fa67e0723946,https://github.com/rdo-packages/saharaclient-distgit.git,72a1e61abb829696d35ef4bad874636f8da5b670,SUCCESS,1478790839,python-saharaclient-1.0.0-0.20161110151419.ea15f60.el7.centos
python-troveclient,git://git.openstack.org/openstack/python-troveclient,f2435453f38210cd758d616c1bba5490cfb3ca99,https://github.com/rdo-packages/troveclient-distgit.git,5058cac108d0dde46e556e091766c082ca8832fa,SUCCESS,1480117903,python-troveclient-2.6.0-0.20161125235207.f243545.el7.centos
python-vitrageclient,git://git.openstack.org/openstack/python-vitrageclient,748b18d6b39b2ffdabaf8901f16c75deaeab8344,https://github.com/rdo-packages/vitrageclient-distgit.git,60a8df47cf6b630949894be0f2388bc63079d4e2,SUCCESS,1480413161,python-vitrageclient-1.0.2-0.20161129095412.748b18d.el7.centos
python-designateclient,git://git.openstack.org/openstack/python-designateclient,0971bd5483faa5d316ec6de4c5084ce555e4dce7,https://github.com/rdo-packages/designateclient-distgit.git,c4fa1ca5b61b631994127fa57f1498e59dc28504,SUCCESS,1475534379,python-designateclient-2.3.0-0.20161003224000.0971bd5.el7.centos
python-manilaclient,git://git.openstack.org/openstack/python-manilaclient,b5b1ebed6244548f07c1e8c1a6923deaf2192445,https://github.com/rdo-packages/manilaclient-distgit.git,d2733a4aa0e3d0c1f4434ae67de05429684cdd78,SUCCESS,1475535959,python-manilaclient-1.11.0-0.20161003230619.b5b1ebe.el7.centos
python-barbicanclient,git://git.openstack.org/openstack/python-barbicanclient,06066e77845641fcb193a321d7f10c0387073dff,https://github.com/rdo-packages/barbicanclient-distgit.git,26487f487db96791de2aeefd281a29f2ae414619,SUCCESS,1475532794,python-barbicanclient-4.1.0-0.20161003221335.06066e7.el7.centos
python-cloudkittyclient,git://git.openstack.org/openstack/python-cloudkittyclient,04bf3504ee22ca458360b46b52858cbaab2cea3c,https://github.com/rdo-packages/cloudkittyclient-distgit.git,2400978ecf70e2f390904be81bbff3f7f96c93f9,SUCCESS,1480844663,python-cloudkittyclient-0.6.1-0.20161204094555.04bf350.el7.centos
python-keystonemiddleware,git://git.openstack.org/openstack/keystonemiddleware,77a7828fc1c07b121c1e24bc087c9f7789900446,https://github.com/rdo-packages/keystonemiddleware-distgit.git,13b91fdeed050e13a0befb53eff80455587609f9,SUCCESS,1480674356,python-keystonemiddleware-4.11.0-0.20161202102732.77a7828.el7.centos
python-ceilometermiddleware,git://git.openstack.org/openstack/ceilometermiddleware,87bd49b62e0e68d8be7c4f77d60eac19c14f9592,https://github.com/rdo-packages/ceilometermiddleware-distgit.git,4c5aae7933bf8d6dde87fc430e1422357402bff1,SUCCESS,1478790749,python-ceilometermiddleware-1.0.0-0.20161110151308.87bd49b.el7.centos
python-openstackclient,git://git.openstack.org/openstack/python-openstackclient,5787d3cbae924cc0c5f51340d740ccafd777f0be,https://github.com/rdo-packages/openstackclient-distgit.git,32c5a2ce98dbc8ef5fdb6bc8931e8e61704dc13b,SUCCESS,1479771346,python-openstackclient-3.4.1-0.20161121233623.5787d3c.el7.centos
python-ironic-inspector-client,git://git.openstack.org/openstack/python-ironic-inspector-client,6364bc93cd5aa67218a009ee520725b5b05f9be4,https://github.com/rdo-packages/ironic-inspector-client-distgit.git,6389f88d010f5ddbb36ab4ca6dcd1db386cd481a,SUCCESS,1479307735,python-ironic-inspector-client-1.9.0-0.20161116144913.6364bc9.el7.centos
python-tripleoclient,git://git.openstack.org/openstack/python-tripleoclient,73756fce003f404d51547ab986debd40561619ce,https://github.com/rdo-packages/tripleoclient-distgit.git,7082fe7093eb2c7bea8b3e0b98423af7f650d202,SUCCESS,1480699396,python-tripleoclient-5.5.1-0.20161202172459.73756fc.el7.centos
python-zaqarclient,git://git.openstack.org/openstack/python-zaqarclient,03fe685473ff1c18d414e90847766e4d749964da,https://github.com/rdo-packages/zaqarclient-distgit.git,a5d231410d811e7425af536a3bd7003037180007,SUCCESS,1475528946,python-zaqarclient-1.2.0-0.20161003210931.03fe685.el7.centos
python-openstacksdk,git://git.openstack.org/openstack/python-openstacksdk,de32b3345eab9c6ec55f49b98d83ff852f300954,https://github.com/rdo-packages/openstacksdk-distgit.git,352098ad24c5a4839428639da7ff971262d3dd9e,SUCCESS,1479381901,python-openstacksdk-0.9.10-0.20161117112532.de32b33.el7.centos
python-gnocchiclient,git://git.openstack.org/openstack/python-gnocchiclient,107b117a925252aa67a545e32468d2965f56af9f,https://github.com/rdo-packages/gnocchiclient-distgit.git,221a6f4768d47226e0b50afffe4e388756195215,SUCCESS,1480405225,python-gnocchiclient-2.6.1-0.20161129074200.107b117.el7.centos
python-aodhclient,git://git.openstack.org/openstack/python-aodhclient,9ea45584f214c1e4582c77911783fb3485bec88a,https://github.com/rdo-packages/aodhclient-distgit.git,f3795228eb6b33a25fa45ed25a5753f5b1c1f64d,SUCCESS,1475536128,python-aodhclient-0.7.0-0.20161003230908.9ea4558.el7.centos
python-mox3,git://git.openstack.org/openstack/mox3,22c02dc7469d73dd873cc28ebc1b21d61cdda790,https://github.com/rdo-packages/mox3-distgit.git,98bc7d702056cdacb0ed8932cbfc725fab861821,SUCCESS,1475517826,python-mox3-0.18.0-0.20161003180405.22c02dc.el7.centos
python-oslotest,git://git.openstack.org/openstack/oslotest,f1e0100cdf731bfd6fa2ee7449c44bd3341d4c62,https://github.com/rdo-packages/oslotest-distgit.git,831d5c1bd04997c2ed7446f30328d738a0354ef7,SUCCESS,1480673500,python-oslotest-2.12.0-0.20161202101204.f1e0100.el7.centos
python-oslo-sphinx,git://git.openstack.org/openstack/oslosphinx,f97e6b3a807b861f86f835ceaaa8655eb9d3489c,https://github.com/rdo-packages/oslo-sphinx-distgit.git,a2d983e143cc7ded771c0c0af62c0855122640fa,SUCCESS,1480620478,python-oslo-sphinx-4.9.1-0.20161201192930.f97e6b3.el7.centos
python-oslo-i18n,git://git.openstack.org/openstack/oslo.i18n,7f8f771172ee41e6e14d6e95cc0b42796de8286e,https://github.com/rdo-packages/oslo-i18n-distgit.git,cc059869744c6ef578952967a9ed9a5044e8f9aa,SUCCESS,1477182628,python-oslo-i18n-3.10.0-0.20161023003049.7f8f771.el7.centos
python-oslo-messaging,git://git.openstack.org/openstack/oslo.messaging,b8d1024609e9a5d485f2decb5dcab223b303f0ec,https://github.com/rdo-packages/oslo-messaging-distgit.git,463491669aab4cd29ef9eddc9646752899ea8079,SUCCESS,1480675009,python-oslo-messaging-5.13.0-0.20161202103830.b8d1024.el7.centos
python-oslo-cache,git://git.openstack.org/openstack/oslo.cache,4943ce9620aae3813802d44d5f1473b61fa0c483,https://github.com/rdo-packages/oslo-cache-distgit.git,76db949cc918ebb0532842f5f6be95882924509d,SUCCESS,1480673942,python-oslo-cache-1.16.0-0.20161202102037.4943ce9.el7.centos
python-oslo-config,git://git.openstack.org/openstack/oslo.config,30af7defd791f35c3f17609d90921d92fa7c9df0,https://github.com/rdo-packages/oslo-config-distgit.git,0eeb0128cf7fb6b3f5a24406f687403d16314037,SUCCESS,1478259388,python-oslo-config-3.19.0-0.20161104113648.30af7de.el7.centos
